genome,completeness,contamination,length,N50
TOBG_RS-412.fna,77.33,1.91,1841388,19238
TOBG_RS-411.fna,67.47,1.96,2995943,14085
TOBG_RS-410.fna,56.2,1.52,988213,17714
TOBG_RS-409.fna,58.2,0.99,1033042,14342
TOBG_RS-408.fna,94.12,1.47,1618344,43647
TOBG_RS-407.fna,56.93,0.8,1109448,67351
TOBG_RS-406.fna,80.93,1.6,2034634,40248
TOBG_RS-405.fna,57.71,0.86,1418566,14404
TOBG_RS-404.fna,83.03,1.26,1742913,57213
TOBG_RS-403.fna,57.52,1.48,1715332,21572
TOBG_RS-402.fna,77.06,0.29,1676810,12615
TOBG_RS-821.fna,86.81,1.1,5422664,226663
TOBG_RS-820.fna,92.05,0.99,1716093,21648
TOBG_RS-819.fna,89.11,2.77,1355324,60431
TOBG_RS-818.fna,51.87,4.95,1712770,9328
TOBG_RS-817.fna,88.89,1.71,1985135,37417
TOBG_RS-816.fna,75.44,4.4,1394984,44887
TOBG_RS-815.fna,75.55,1.72,963751,53714
TOBG_RS-814.fna,74.56,2.74,1382677,28758
TOBG_RS-813.fna,68.18,1.55,1878160,157519
TOBG_RS-799.fna,54.31,3.45,1305888,13481
TOBG_RS-797.fna,85.22,0.43,2242796,103024
TOBG_RS-789.fna,54.95,1.16,481863,254196
TOBG_RS-726.fna,56.9,3.45,974155,27492
TOBG_RS-711.fna,50.01,3.3,557002,8634
TOBG_RS-697.fna,98.92,2.69,2545574,87648
TOBG_RS-678.fna,83.18,1.87,1406929,26372
TOBG_RS-668.fna,87.76,7.38,1414340,58825
TOBG_RS-665.fna,70.0,0.91,1430980,14195
TOBG_RS-659.fna,58.87,1.69,653203,26876
TOBG_RS-654.fna,71.87,3.14,1023457,46984
TOBG_RS-648.fna,83.92,9.24,1576615,62733
TOBG_RS-626.fna,77.53,1.85,1047887,27561
TOBG_RS-615.fna,88.35,9.31,5100071,103862
TOBG_RS-605.fna,58.27,1.6,1411690,34631
TOBG_RS-604.fna,75.6,4.11,1883332,48641
TOBG_RS-590.fna,68.58,2.17,965439,69394
TOBG_RS-582.fna,60.2,0.43,714531,15686
TOBG_RS-570.fna,53.0,4.72,839996,18123
TOBG_RS-562.fna,59.75,3.49,742762,27661
TOBG_RS-551.fna,50.25,4.34,1228319,40487
TOBG_RS-533.fna,53.95,3.59,1516138,16847
TOBG_RS-510.fna,69.5,4.95,1219234,116118
TOBG_RS-508.fna,71.58,2.2,1555741,27542
TOBG_RS-495.fna,50.66,1.64,622436,11366
TOBG_RS-481.fna,54.65,3.74,799190,19586
TOBG_RS-476.fna,68.69,0.0,1573322,23622
TOBG_RS-474.fna,52.7,2.19,1387959,9981
TOBG_RS-473.fna,50.87,4.31,858585,13624
TOBG_RS-472.fna,72.0,2.4,1698288,16253
TOBG_RS-471.fna,53.13,2.56,714291,13463
TOBG_RS-470.fna,58.92,4.35,2013312,13782
TOBG_RS-467.fna,74.54,3.98,1922202,15737
TOBG_RS-466.fna,68.14,2.72,1994276,32484
TOBG_NP-43.fna,99.63,9.8,5511802,144101
TOBG_NP-41.fna,90.15,4.4,5344530,28426
TOBG_NP-40.fna,98.79,2.52,3837150,100985
TOBG_NP-4.fna,97.83,2.76,9279585,56933
TOBG_NP-39.fna,98.7,7.62,4621611,76164
TOBG_NP-38.fna,96.0,9.22,3745070,32936
TOBG_NP-37.fna,89.43,3.0,3112961,60422
TOBG_NP-36.fna,98.25,6.7,4438399,37760
TOBG_NP-35.fna,56.38,0.0,4361451,28996
TOBG_NP-34.fna,98.98,4.19,5489861,160304
TOBG_NP-33.fna,96.55,5.0,5020691,149013
TOBG_NP-32.fna,99.44,0.93,4180493,99850
TOBG_NP-31.fna,56.9,0.0,2716390,18432
TOBG_NP-30.fna,74.32,1.59,7987252,17428
TOBG_NP-3.fna,66.71,0.75,3222939,15553
TOBG_NP-29.fna,98.47,2.11,5521072,150855
TOBG_NP-28.fna,95.34,0.05,3571990,102056
TOBG_NP-27.fna,84.48,0.86,3102721,51823
TOBG_NP-26.fna,98.06,0.6,3011789,126437
TOBG_NP-24.fna,83.69,4.42,2175746,18716
TOBG_NP-23.fna,96.62,2.7,4706579,56650
TOBG_NP-22.fna,75.37,0.0,1106673,63295
TOBG_NP-21.fna,90.37,1.67,3957445,65248
TOBG_NP-20.fna,83.29,3.85,1887387,26912
TOBG_NP-2.fna,99.32,2.23,4855834,227920
TOBG_NP-19.fna,50.29,0.0,739397,13042
TOBG_NP-18.fna,75.33,0.0,1990074,26993
TOBG_NP-17.fna,90.52,1.49,2232102,25245
TOBG_NP-16.fna,90.64,0.67,3216677,33873
TOBG_NP-156.fna,82.84,6.78,2782502,37713
TOBG_NP-155.fna,65.13,4.33,2271028,13142
TOBG_NP-153.fna,74.37,2.7,2477551,18597
TOBG_NP-1521.fna,75.58,0.8,1280864,31522
TOBG_NP-152.fna,65.18,4.4,973700,13906
TOBG_NP-151.fna,76.73,2.3,2462997,33548
TOBG_NP-150.fna,80.34,6.04,2310493,26900
TOBG_NP-15.fna,82.95,2.27,3835883,106545
TOBG_NP-1496.fna,53.45,1.72,868437,16129
TOBG_NP-149.fna,55.96,2.8,1199614,15504
TOBG_NP-148.fna,68.89,2.97,2587466,23021
TOBG_NP-1472.fna,76.68,1.79,1521562,19361
TOBG_NP-147.fna,50.74,0.0,1328684,14770
TOBG_NP-1466.fna,59.11,0.0,484604,49990
TOBG_NP-1463.fna,75.27,1.65,5265931,46666
TOBG_NP-146.fna,50.99,1.45,1763069,18514
TOBG_NP-145.fna,50.32,0.97,604421,12541
TOBG_NP-1444.fna,83.86,3.15,2099531,26349
TOBG_NP-144.fna,54.82,1.2,556175,19758
TOBG_NP-143.fna,50.15,0.43,1443727,27249
TOBG_NP-142.fna,88.83,2.43,1131154,33230
TOBG_NP-141.fna,59.14,1.1,1344032,24057
TOBG_NP-1400.fna,65.06,0.36,1718162,13848
TOBG_NP-140.fna,92.26,3.87,3160351,140864
TOBG_NP-14.fna,54.22,0.84,1743364,14335
TOBG_NP-1395.fna,97.44,3.85,2170475,124539
TOBG_NP-1391.fna,74.38,1.71,2909046,21945
TOBG_NP-139.fna,53.79,1.09,1160650,13332
TOBG_NP-138.fna,87.46,3.3,2194155,27272
TOBG_NP-1378.fna,64.83,4.62,721896,19333
TOBG_NP-137.fna,52.64,0.0,1309673,12474
TOBG_NP-136.fna,61.82,1.82,1052843,20757
TOBG_NP-135.fna,73.71,0.0,2815973,14985
TOBG_NP-1344.fna,60.39,0.27,1119630,17958
TOBG_NP-134.fna,58.12,1.42,1375671,20727
TOBG_NP-133.fna,97.44,2.56,3311738,125081
TOBG_NP-1321.fna,58.62,2.75,1109598,17094
TOBG_NP-132.fna,97.69,0.0,2568346,150751
TOBG_NP-1304.fna,60.88,3.15,1034874,17516
TOBG_NP-1301.fna,50.73,1.47,988533,12966
TOBG_NP-130.fna,65.33,1.71,1219072,22785
TOBG_NP-13.fna,97.03,2.04,3633240,60370
TOBG_NP-1297.fna,58.09,2.97,1002210,32978
TOBG_NP-1295.fna,55.55,3.27,864392,12245
TOBG_NP-129.fna,52.17,0.0,1429430,11593
TOBG_NP-1285.fna,52.08,0.05,1584695,214257
TOBG_NP-1282.fna,60.16,1.83,2110353,15983
TOBG_NP-128.fna,51.59,1.11,1268194,21541
TOBG_NP-1277.fna,74.68,0.0,1489405,23331
TOBG_NP-1271.fna,51.65,4.4,751587,20299
TOBG_NP-126.fna,52.48,1.98,1037535,9979
TOBG_NP-1256.fna,54.98,0.46,968075,16070
TOBG_NP-125.fna,96.62,9.37,3859599,44651
TOBG_NP-124.fna,99.48,9.14,7414436,162101
TOBG_NP-123.fna,68.88,1.07,2040737,15176
TOBG_NP-122.fna,81.4,0.61,2512104,25698
TOBG_NP-121.fna,53.59,0.38,2708510,18905
TOBG_NP-1207.fna,54.59,0.44,1364464,93335
TOBG_NP-1202.fna,63.85,4.38,1484999,28834
TOBG_NP-120.fna,98.82,0.0,4866126,300322
TOBG_NP-12.fna,86.14,4.65,3934693,35047
TOBG_NP-119.fna,96.97,7.81,10752934,81090
TOBG_NP-1180.fna,57.47,4.1,1706698,18352
TOBG_NP-118.fna,65.82,0.74,1291531,18838
TOBG_NP-1171.fna,54.93,4.27,1218640,11347
TOBG_NP-117.fna,95.23,0.68,3847701,35440
TOBG_NP-1160.fna,73.5,0.0,1374000,17622
TOBG_NP-116.fna,65.6,0.84,1460036,18927
TOBG_NP-1152.fna,56.9,3.45,1109722,15006
TOBG_NP-115.fna,51.97,0.85,570946,17080
TOBG_NP-113.fna,96.46,4.84,4545880,61850
TOBG_NP-1124.fna,59.19,2.57,963502,47378
TOBG_NP-112.fna,72.13,0.8,968666,23416
TOBG_NP-111.fna,60.0,0.0,1506346,43724
TOBG_NP-1106.fna,51.18,0.43,838525,12731
TOBG_NP-110.fna,70.27,0.96,1238250,44505
TOBG_NP-11.fna,100.0,9.51,3839618,64457
TOBG_NP-1098.fna,52.88,3.41,1652000,16152
TOBG_NP-109.fna,83.06,0.0,6202743,27858
TOBG_NP-108.fna,55.76,0.8,1059090,21727
TOBG_NP-1073.fna,53.78,1.82,2468106,12754
TOBG_NP-1071.fna,62.84,0.93,1846330,32729
TOBG_NP-1070.fna,79.08,1.78,1373961,25948
TOBG_NP-107.fna,82.99,0.13,2149549,82710
TOBG_NP-1069.fna,56.59,0.0,900805,17491
TOBG_NP-106.fna,77.6,2.0,1008017,26290
TOBG_NP-1057.fna,60.34,1.72,1912685,16659
TOBG_NP-1052.fna,87.28,2.42,2351321,32173
TOBG_NP-1051.fna,71.38,4.65,1153811,14952
TOBG_NP-105.fna,80.16,2.2,2160153,16933
TOBG_NP-1048.fna,63.9,0.55,812208,13386
TOBG_NP-1046.fna,95.16,5.52,1925050,54840
TOBG_NP-1044.fna,90.56,1.48,3470383,42282
TOBG_NP-104.fna,87.64,3.13,1552910,17576
TOBG_NP-1037.fna,61.91,2.35,2067906,16099
TOBG_NP-1036.fna,66.62,2.58,3612751,87657
TOBG_NP-1026.fna,67.17,3.42,1584250,14719
TOBG_NP-101.fna,92.49,2.7,1450038,26975
TOBG_NP-1001.fna,55.76,2.97,1377094,13042
TOBG_NP-1000.fna,62.35,2.36,2052561,12288
TOBG_NP-100.fna,98.91,0.59,3622316,72592
TOBG_NP-10.fna,99.22,3.12,4132734,150453
TOBG_NP-1.fna,80.47,3.66,2301040,21148
TOBG_SP-99.fna,52.06,0.0,600351,23501
TOBG_SP-98.fna,88.52,4.96,2556368,39812
