genome,completeness,contamination,length,N50,centrality
TOBG_SP-265.fna,66.85,1.71,,,0.0
TOBG_SP-264.fna,54.48,1.72,,,0.0
TOBG_SP-263.fna,93.66,0.48,2016084.0,98228.0,0.0
TOBG_SP-262.fna,87.29,1.98,1647144.0,77583.0,0.0
TOBG_SP-260.fna,73.83,0.59,,,0.0
TOBG_SP-26.fna,86.27,3.61,2793604.0,64374.0,0.0
TOBG_SP-259.fna,92.91,3.45,2338586.0,110433.0,0.981724
TOBG_SP-257.fna,89.44,1.98,1460664.0,68242.0,0.0
TOBG_SP-256.fna,87.87,0.0,1426555.0,49412.0,0.0
TOBG_SP-253.fna,82.84,3.89,2060798.0,105438.0,0.0
TOBG_SP-252.fna,73.4,0.73,,,0.0
TOBG_SP-250.fna,95.7,4.84,3000463.0,140668.0,0.0
TOBG_SP-25.fna,54.71,1.82,,,0.0
TOBG_SP-248.fna,75.03,0.0,981310.0,53221.0,0.0
TOBG_SP-247.fna,84.38,0.0,3208965.0,284301.0,0.0
TOBG_SP-246.fna,92.46,4.25,2948989.0,174627.0,0.0
TOBG_SP-245.fna,95.31,4.43,4741554.0,210283.0,0.998969
TOBG_SP-244.fna,80.68,2.48,3527612.0,92298.0,0.999747
TOBG_SP-243.fna,82.42,2.75,1595988.0,53297.0,0.9713795000000001
TOBG_SP-242.fna,88.58,4.08,4161290.0,52402.0,0.0
TOBG_SP-241.fna,88.29,3.38,3541024.0,42841.0,0.0
TOBG_SP-240.fna,88.63,0.0,1715815.0,90299.0,0.0
TOBG_SP-24.fna,78.21,0.85,1549675.0,51848.0,0.0
TOBG_SP-239.fna,51.72,0.0,,,0.0
TOBG_SP-237.fna,93.1,4.08,2773625.0,42102.0,0.0
TOBG_SP-238.fna,91.94,0.66,2717702.0,71794.0,0.0
TOBG_SP-236.fna,70.47,1.28,,,0.0
TOBG_SP-234.fna,91.29,2.12,4601103.0,79137.0,0.0
TOBG_SP-233.fna,52.33,0.01,,,0.0
TOBG_SP-232.fna,76.68,1.91,2730635.0,28904.0,0.0
TOBG_SP-231.fna,52.42,1.6,,,0.0
TOBG_SP-230.fna,70.79,1.32,,,0.0
TOBG_SP-23.fna,91.89,2.7,3720822.0,70096.0,0.0
TOBG_SP-229.fna,56.9,0.0,,,0.0
TOBG_SP-228.fna,60.08,0.29,,,0.0
TOBG_SP-227.fna,56.16,2.0,,,0.0
TOBG_SP-226.fna,63.56,0.54,,,0.0
TOBG_SP-225.fna,53.45,1.88,,,0.0
TOBG_SP-224.fna,93.73,4.95,2484032.0,130321.0,0.0
TOBG_SP-223.fna,54.7,1.28,,,0.0
TOBG_SP-221.fna,52.51,0.58,,,0.0
TOBG_SP-22.fna,84.83,2.35,979180.0,53508.0,0.0
TOBG_SP-222.fna,89.77,0.99,2565722.0,71586.0,0.0
TOBG_SP-219.fna,97.86,2.99,2467670.0,164181.0,0.961617
TOBG_SP-218.fna,84.38,1.3,2144486.0,44114.0,0.0
TOBG_SP-216.fna,82.77,0.0,2629786.0,41472.0,0.0
TOBG_SP-215.fna,68.0,1.28,,,0.0
TOBG_SP-214.fna,52.53,0.8,,,0.0
TOBG_SP-213.fna,83.64,2.62,2475071.0,52379.0,0.981887
TOBG_SP-212.fna,59.33,1.6,,,0.0
TOBG_SP-211.fna,67.94,1.01,,,0.0
TOBG_SP-210.fna,77.16,1.6,1641616.0,36182.0,0.0
TOBG_SP-21.fna,86.88,2.62,3997395.0,42513.0,0.0
TOBG_SP-209.fna,74.13,0.0,,,0.0
TOBG_SP-208.fna,76.27,0.8,1400198.0,87526.0,0.0
TOBG_SP-207.fna,67.2,0.0,,,0.0
TOBG_SP-206.fna,54.4,1.12,,,0.0
TOBG_SP-205.fna,62.17,0.43,,,0.0
TOBG_SP-204.fna,84.62,4.37,3802615.0,54232.0,0.0
TOBG_SP-203.fna,81.88,4.94,3557150.0,44248.0,0.0
TOBG_SP-202.fna,61.8,0.57,,,0.0
TOBG_SP-201.fna,85.58,0.0,1736712.0,70517.0,0.0
TOBG_SP-200.fna,67.16,1.11,,,0.0
TOBG_SP-20.fna,99.5,4.29,3673197.0,290471.0,0.9903595000000001
TOBG_SP-2.fna,98.23,0.47,3140658.0,197236.0,0.9871206666666668
TOBG_SP-199.fna,73.67,1.97,,,0.0
TOBG_SP-198.fna,53.6,0.32,,,0.0
TOBG_SP-197.fna,98.91,3.76,3712544.0,275899.0,0.0
TOBG_SP-195.fna,73.87,1.99,,,0.0
TOBG_SP-194.fna,97.28,6.32,4056422.0,46847.0,0.0
TOBG_SP-193.fna,51.15,0.0,,,0.0
TOBG_SP-192.fna,52.44,0.0,,,0.0
TOBG_SP-190.fna,88.65,2.72,1689504.0,85971.0,0.97809
TOBG_SP-19.fna,95.16,0.02,2431853.0,68930.0,0.0
TOBG_SP-189.fna,81.74,3.23,1696704.0,34215.0,0.0
TOBG_SP-188.fna,94.63,1.19,1660234.0,279619.0,0.968541
TOBG_SP-187.fna,92.99,3.76,2305420.0,59554.0,0.0
TOBG_SP-186.fna,98.94,2.08,3843638.0,400483.0,0.0
TOBG_SP-185.fna,77.31,0.0,1265547.0,39843.0,0.0
TOBG_SP-184.fna,95.45,9.09,3744199.0,382175.0,0.999164
TOBG_SP-183.fna,81.28,3.21,3632679.0,59058.0,0.0
TOBG_SP-182.fna,95.96,0.34,5656820.0,106594.0,0.0
TOBG_SP-181.fna,98.71,8.76,4460577.0,182327.0,0.0
TOBG_SP-180.fna,99.57,1.63,3734379.0,250510.0,0.0
TOBG_SP-18.fna,84.49,0.0,2783358.0,52290.0,0.0
TOBG_SP-179.fna,89.61,0.82,3020114.0,50062.0,0.0
TOBG_SP-178.fna,67.09,0.0,,,0.0
TOBG_SP-177.fna,81.81,0.77,3586841.0,40239.0,0.0
TOBG_SP-176.fna,98.78,5.94,6798689.0,228818.0,0.0
TOBG_SP-196.fna,89.77,0.2,1860284.0,92056.0,0.0
TOBG_RS-826.fna,94.51,5.03,2689638.0,54801.0,0.0
TOBG_RS-823.fna,68.54,4.8,,,0.0
TOBG_RS-822.fna,93.59,3.3,5850589.0,30881.0,0.0
TOBG_RS-401.fna,70.74,1.6,,,0.0
TOBG_RS-400.fna,68.97,0.0,,,0.0
TOBG_RS-398.fna,99.86,7.06,7787459.0,45945.0,0.990419
TOBG_RS-397.fna,83.36,1.03,2309437.0,16692.0,0.9804059999999999
TOBG_RS-396.fna,56.18,0.0,,,0.0
TOBG_RS-395.fna,92.5,2.22,5689386.0,50924.0,0.0
TOBG_RS-394.fna,71.95,0.0,,,0.0
TOBG_RS-392.fna,76.4,0.8,1413436.0,36385.0,0.0
TOBG_RS-391.fna,84.62,2.99,2079132.0,36811.0,0.0
TOBG_RS-390.fna,61.11,1.72,,,0.0
TOBG_RS-389.fna,90.01,2.81,1546902.0,28487.0,0.97416
TOBG_RS-388.fna,84.71,3.08,2225131.0,30122.0,0.973447
TOBG_RS-387.fna,82.91,4.02,1800507.0,42737.0,0.0
TOBG_RS-386.fna,99.13,3.31,3414596.0,110080.0,0.0
TOBG_RS-385.fna,50.93,0.99,,,0.0
TOBG_RS-384.fna,80.34,2.14,1595570.0,28968.0,0.981779
TOBG_RS-383.fna,90.77,4.44,6259786.0,39492.0,0.0
TOBG_RS-382.fna,79.09,0.43,2449540.0,17587.0,0.0
TOBG_RS-381.fna,76.84,0.0,1489377.0,19682.0,0.0
TOBG_RS-380.fna,85.02,3.91,3137280.0,26944.0,0.983041
TOBG_RS-379.fna,58.92,0.68,,,0.0
TOBG_RS-378.fna,59.34,1.1,,,0.0
TOBG_RS-375.fna,65.07,0.0,,,0.0
TOBG_RS-374.fna,66.45,0.56,,,0.0
TOBG_RS-373.fna,85.55,2.3,2398146.0,44942.0,0.0
TOBG_RS-372.fna,71.25,0.62,,,0.0
TOBG_RS-371.fna,84.16,3.17,2097892.0,26735.0,0.0
TOBG_RS-370.fna,63.69,0.0,,,0.0
TOBG_RS-369.fna,57.08,1.65,,,0.0
TOBG_RS-368.fna,58.43,0.0,,,0.0
TOBG_RS-367.fna,99.48,6.31,3120740.0,412721.0,0.0
TOBG_RS-366.fna,52.08,1.56,,,0.0
TOBG_RS-364.fna,96.09,1.96,3129804.0,538059.0,0.9997703333333333
TOBG_RS-363.fna,91.45,1.61,4808176.0,25191.0,0.0
TOBG_RS-361.fna,98.26,3.74,2946582.0,42555.0,0.0
TOBG_RS-360.fna,51.95,0.0,,,0.0
TOBG_RS-356.fna,52.28,0.0,,,0.0
TOBG_RS-355.fna,95.75,0.83,5672672.0,50644.0,0.999568
TOBG_RS-354.fna,68.24,1.6,,,0.0
TOBG_RS-352.fna,82.36,3.33,1244678.0,24244.0,0.0
TOBG_RS-351.fna,61.45,0.97,,,0.0
TOBG_RS-350.fna,90.11,0.0,2358051.0,68576.0,0.982791
TOBG_RS-349.fna,86.75,2.99,1980219.0,21860.0,0.0
TOBG_RS-348.fna,78.51,1.92,1837910.0,22414.0,0.0
TOBG_RS-347.fna,64.24,1.94,,,0.0
TOBG_RS-345.fna,65.81,1.8,,,0.0
TOBG_RS-344.fna,76.4,0.68,1343288.0,17262.0,0.0
TOBG_RS-343.fna,52.34,0.95,,,0.0
TOBG_RS-342.fna,98.99,0.89,3969902.0,188884.0,0.0
TOBG_RS-341.fna,86.18,2.96,1580829.0,17706.0,0.972923
TOBG_RS-307.fna,52.14,4.7,,,0.0
TOBG_NP-998.fna,61.32,3.77,,,0.0
TOBG_NP-997.fna,93.01,5.38,2432264.0,38515.0,0.0
TOBG_NP-996.fna,74.43,3.29,,,0.0
TOBG_NP-995.fna,57.11,2.91,,,0.0
TOBG_NP-993.fna,82.37,9.83,2957209.0,34436.0,0.981746
TOBG_NP-992.fna,79.84,4.73,3330616.0,17524.0,0.0
TOBG_NP-990.fna,62.07,4.39,,,0.0
TOBG_NP-99.fna,97.22,1.11,8403301.0,54252.0,0.0
TOBG_NP-989.fna,63.21,3.06,,,0.0
TOBG_NP-987.fna,72.35,2.15,,,0.0
TOBG_NP-986.fna,85.3,5.66,2494384.0,18253.0,0.969651
TOBG_NP-982.fna,71.86,2.27,,,0.0
TOBG_NP-981.fna,55.47,3.04,,,0.0
TOBG_NP-980.fna,70.76,3.1,,,0.0
TOBG_NP-98.fna,69.1,0.99,,,0.0
TOBG_NP-978.fna,56.06,2.97,,,0.0
TOBG_NP-977.fna,51.9,2.2,,,0.0
TOBG_NP-976.fna,58.27,4.53,,,0.0
TOBG_NP-975.fna,61.19,3.82,,,0.0
TOBG_NP-972.fna,69.96,2.97,,,0.0
TOBG_NP-970.fna,84.48,6.63,2539482.0,35869.0,0.0
TOBG_NP-97.fna,88.72,4.45,3509560.0,67547.0,0.992949
TOBG_NP-969.fna,80.87,7.27,2677747.0,16883.0,0.986889
TOBG_NP-966.fna,90.48,7.12,1801577.0,51356.0,0.0
TOBG_NP-965.fna,75.0,4.8,1418723.0,58951.0,0.0
TOBG_NP-964.fna,81.94,5.74,3828156.0,80168.0,0.0
TOBG_NP-962.fna,56.82,2.27,,,0.0
TOBG_NP-961.fna,59.74,2.41,,,0.0
TOBG_NP-960.fna,76.23,2.18,4153146.0,64661.0,0.994842
TOBG_NP-96.fna,75.78,1.02,3358496.0,16742.0,0.987708
TOBG_NP-959.fna,60.18,2.44,,,0.0
TOBG_NP-958.fna,58.45,3.76,,,0.0
TOBG_NP-956.fna,82.23,9.45,2989435.0,62638.0,0.0
TOBG_NP-955.fna,78.99,3.43,3919939.0,43980.0,0.9910680000000001
TOBG_NP-954.fna,83.66,5.5,1603874.0,27027.0,0.0
TOBG_NP-952.fna,85.61,5.01,3810359.0,13778.0,0.0
TOBG_NP-951.fna,84.45,5.16,5191628.0,18853.0,0.0
TOBG_NP-95.fna,92.65,0.63,4499712.0,99099.0,0.970922
TOBG_NP-949.fna,86.01,6.05,3924218.0,30895.0,0.0
TOBG_NP-948.fna,78.94,2.81,3237061.0,47099.0,0.0
TOBG_NP-945.fna,90.75,9.41,3148818.0,27502.0,0.0
TOBG_NP-944.fna,80.22,5.08,1256471.0,22775.0,0.0
TOBG_NP-943.fna,54.83,2.1,,,0.0
TOBG_NP-942.fna,87.79,6.93,2687717.0,78786.0,0.0
TOBG_NP-941.fna,52.0,3.2,,,0.0
TOBG_NP-94.fna,91.71,0.93,3248331.0,31905.0,0.9782394999999999
TOBG_NP-939.fna,74.3,4.78,,,0.0
TOBG_NP-937.fna,71.34,2.99,,,0.0
TOBG_NP-936.fna,86.61,6.63,4639937.0,36503.0,0.0
TOBG_NP-935.fna,56.87,3.47,,,0.0
TOBG_NP-932.fna,76.86,4.46,1743660.0,23479.0,0.0
TOBG_NP-931.fna,86.39,9.24,1820015.0,35542.0,0.996954
TOBG_NP-93.fna,52.59,0.08,,,0.0
TOBG_NP-946.fna,73.19,4.93,,,0.0
TOBG_NP-92.fna,97.29,0.45,3057966.0,120059.0,0.9906159999999999
TOBG_NP-91.fna,87.93,4.04,2864318.0,383424.0,0.999859
TOBG_NP-90.fna,97.29,0.37,3583678.0,88874.0,0.0
TOBG_NP-9.fna,96.71,1.63,4089862.0,107182.0,0.9964495
TOBG_NP-89.fna,99.87,1.08,3131483.0,270408.0,0.0
TOBG_NP-88.fna,50.99,1.1,,,0.0
TOBG_NP-87.fna,93.69,1.11,4864823.0,103494.0,0.0
TOBG_NP-86.fna,91.7,1.18,7610323.0,26485.0,0.0
TOBG_NP-85.fna,83.68,1.82,1873240.0,155382.0,0.0
TOBG_NP-84.fna,69.2,0.0,,,0.0
TOBG_NP-83.fna,60.83,0.13,,,0.0
TOBG_NP-82.fna,50.28,0.57,,,0.0
TOBG_NP-81.fna,83.62,4.92,5970290.0,26735.0,0.0
TOBG_NP-80.fna,89.74,0.85,1441759.0,39920.0,0.0
TOBG_NP-8.fna,96.62,1.08,2606639.0,56918.0,0.977815
TOBG_NP-79.fna,86.59,1.83,1992915.0,30925.0,0.0
TOBG_NP-78.fna,57.37,0.34,,,0.0
TOBG_NP-77.fna,92.99,3.31,1996248.0,39464.0,0.0
TOBG_NP-76.fna,65.62,0.15,,,0.0
TOBG_NP-75.fna,98.64,1.36,3528229.0,57816.0,0.0
TOBG_NP-74.fna,69.21,0.66,,,0.0
TOBG_NP-73.fna,70.27,0.8,,,0.0
TOBG_NP-72.fna,90.98,2.2,2604863.0,18452.0,0.0
TOBG_NP-70.fna,62.25,0.93,,,0.0
TOBG_NP-7.fna,97.43,2.34,3379762.0,45809.0,0.972514
TOBG_NP-69.fna,88.44,2.4,5270286.0,29270.0,0.998199
TOBG_NP-68.fna,92.05,2.99,2829575.0,36592.0,0.967467
TOBG_NP-66.fna,61.38,0.02,,,0.0
TOBG_NP-65.fna,79.4,0.0,1733199.0,40049.0,0.0
TOBG_NP-64.fna,83.52,3.55,1970833.0,31903.0,0.963738
TOBG_NP-63.fna,71.74,1.34,,,0.0
TOBG_NP-62.fna,55.49,0.31,,,0.0
TOBG_NP-61.fna,52.8,1.51,,,0.0
TOBG_NP-60.fna,98.28,4.47,5814405.0,113317.0,0.9709720000000001
TOBG_NP-6.fna,98.75,2.82,7018685.0,190784.0,0.0
TOBG_NP-59.fna,82.3,3.27,3019873.0,21405.0,0.0
TOBG_NP-58.fna,96.16,4.24,3675190.0,30339.0,0.0
TOBG_NP-57.fna,90.98,4.7,2589833.0,28417.0,0.0
TOBG_NP-56.fna,96.27,1.43,2695609.0,28543.0,0.0
TOBG_NP-55.fna,82.95,4.4,1833259.0,27847.0,0.0
TOBG_NP-54.fna,84.04,4.47,2380199.0,21831.0,0.0
TOBG_NP-53.fna,78.09,0.57,2948565.0,18069.0,0.0
TOBG_NP-52.fna,88.71,1.98,1965511.0,54871.0,0.981051
TOBG_NP-51.fna,84.32,1.22,2679977.0,22597.0,0.0
TOBG_NP-50.fna,53.94,1.71,,,0.0
TOBG_NP-5.fna,96.27,4.39,6553609.0,82588.0,0.983762
TOBG_NP-49.fna,93.74,2.6,5103009.0,62892.0,0.998832
TOBG_NP-48.fna,65.47,2.0,,,0.0
TOBG_NP-47.fna,97.65,1.18,4782286.0,253426.0,0.0
TOBG_NP-46.fna,56.45,1.59,,,0.0
TOBG_NP-45.fna,82.54,4.05,2922982.0,41251.0,0.9773435
TOBG_NP-44.fna,71.87,1.5,,,0.0
TOBG_RS-465.fna,75.96,2.97,2877862.0,22373.0,0.978592
TOBG_RS-463.fna,53.17,4.95,,,0.0
TOBG_RS-462.fna,63.6,3.2,,,0.0
TOBG_RS-461.fna,64.46,4.9,,,0.0
TOBG_RS-460.fna,74.33,3.85,,,0.0
TOBG_RS-459.fna,53.78,3.46,,,0.0
TOBG_RS-458.fna,94.04,6.59,2429970.0,113833.0,0.97673
TOBG_RS-457.fna,59.25,3.06,,,0.0
TOBG_RS-455.fna,64.96,3.07,,,0.0
TOBG_RS-454.fna,77.13,2.56,1871976.0,19373.0,0.971183
TOBG_RS-453.fna,78.22,4.46,1297611.0,14431.0,0.9640196666666667
TOBG_RS-452.fna,69.87,4.05,,,0.0
TOBG_RS-451.fna,63.16,4.15,,,0.0
TOBG_RS-450.fna,53.23,2.45,,,0.0
TOBG_RS-448.fna,63.79,2.56,,,0.0
TOBG_RS-447.fna,73.48,2.14,,,0.0
TOBG_RS-446.fna,59.11,3.29,,,0.0
TOBG_RS-443.fna,66.0,4.29,,,0.0
TOBG_RS-442.fna,62.68,2.4,,,0.0
TOBG_RS-441.fna,54.52,4.14,,,0.0
TOBG_RS-440.fna,74.53,3.2,,,0.0
TOBG_RS-439.fna,79.51,2.15,1461763.0,35893.0,0.979408
TOBG_RS-438.fna,90.62,7.62,1684994.0,18542.0,0.0
TOBG_RS-437.fna,53.49,3.67,,,0.0
TOBG_RS-435.fna,78.38,2.53,1482392.0,139469.0,0.0
TOBG_RS-434.fna,92.47,6.99,2142183.0,133924.0,0.0
TOBG_RS-433.fna,55.05,4.03,,,0.0
TOBG_RS-432.fna,70.0,4.0,,,0.0
TOBG_RS-431.fna,93.91,6.72,1806930.0,51610.0,0.0
TOBG_RS-429.fna,59.01,2.3,,,0.0
TOBG_RS-428.fna,93.67,7.72,1512600.0,31708.0,0.0
TOBG_RS-427.fna,53.36,1.72,,,0.0
TOBG_RS-426.fna,88.4,4.17,4655006.0,23484.0,0.0
TOBG_RS-425.fna,53.89,1.08,,,0.0
TOBG_RS-424.fna,57.47,0.53,,,0.0
TOBG_RS-423.fna,95.46,6.45,5326059.0,59315.0,0.989772
TOBG_RS-422.fna,95.85,6.44,2030206.0,25251.0,0.0
TOBG_RS-420.fna,90.35,0.0,1348634.0,68605.0,0.97834
TOBG_RS-418.fna,50.84,1.1,,,0.0
TOBG_RS-417.fna,63.84,1.87,,,0.0
TOBG_RS-415.fna,84.35,3.23,4136798.0,51961.0,0.0
TOBG_RS-414.fna,55.17,0.0,,,0.0
TOBG_RS-413.fna,59.57,1.98,,,0.0
TOBG_RS-412.fna,77.33,1.91,1841388.0,19238.0,0.958833
TOBG_RS-411.fna,67.47,1.96,,,0.0
TOBG_RS-410.fna,56.2,1.52,,,0.0
TOBG_RS-409.fna,58.2,0.99,,,0.0
TOBG_RS-408.fna,94.12,1.47,1618344.0,43647.0,0.0
TOBG_RS-407.fna,56.93,0.8,,,0.0
TOBG_RS-406.fna,80.93,1.6,2034634.0,40248.0,0.987323
TOBG_RS-405.fna,57.71,0.86,,,0.0
TOBG_RS-404.fna,83.03,1.26,1742913.0,57213.0,0.9519500000000001
TOBG_RS-403.fna,57.52,1.48,,,0.0
TOBG_RS-402.fna,77.06,0.29,1676810.0,12615.0,0.0
TOBG_RS-821.fna,86.81,1.1,5422664.0,226663.0,0.0
TOBG_RS-820.fna,92.05,0.99,1716093.0,21648.0,0.0
TOBG_RS-819.fna,89.11,2.77,1355324.0,60431.0,0.982915
TOBG_RS-818.fna,51.87,4.95,,,0.0
TOBG_RS-817.fna,88.89,1.71,1985135.0,37417.0,0.9667479999999999
TOBG_RS-816.fna,75.44,4.4,1394984.0,44887.0,0.980123
TOBG_RS-815.fna,75.55,1.72,963751.0,53714.0,0.977061
TOBG_RS-814.fna,74.56,2.74,,,0.0
TOBG_RS-813.fna,68.18,1.55,,,0.0
TOBG_RS-799.fna,54.31,3.45,,,0.0
TOBG_RS-797.fna,85.22,0.43,2242796.0,103024.0,0.0
TOBG_RS-789.fna,54.95,1.16,,,0.0
TOBG_RS-726.fna,56.9,3.45,,,0.0
TOBG_RS-711.fna,50.01,3.3,,,0.0
TOBG_RS-697.fna,98.92,2.69,2545574.0,87648.0,0.0
TOBG_RS-678.fna,83.18,1.87,1406929.0,26372.0,0.0
TOBG_RS-668.fna,87.76,7.38,1414340.0,58825.0,0.0
TOBG_RS-665.fna,70.0,0.91,,,0.0
TOBG_RS-659.fna,58.87,1.69,,,0.0
TOBG_RS-654.fna,71.87,3.14,,,0.0
TOBG_RS-648.fna,83.92,9.24,1576615.0,62733.0,0.0
TOBG_RS-626.fna,77.53,1.85,1047887.0,27561.0,0.0
TOBG_RS-615.fna,88.35,9.31,5100071.0,103862.0,0.0
TOBG_RS-605.fna,58.27,1.6,,,0.0
TOBG_RS-604.fna,75.6,4.11,1883332.0,48641.0,0.0
TOBG_RS-590.fna,68.58,2.17,,,0.0
TOBG_RS-582.fna,60.2,0.43,,,0.0
TOBG_RS-570.fna,53.0,4.72,,,0.0
TOBG_RS-562.fna,59.75,3.49,,,0.0
TOBG_RS-551.fna,50.25,4.34,,,0.0
TOBG_RS-533.fna,53.95,3.59,,,0.0
TOBG_RS-510.fna,69.5,4.95,,,0.0
TOBG_RS-508.fna,71.58,2.2,,,0.0
TOBG_RS-495.fna,50.66,1.64,,,0.0
TOBG_RS-481.fna,54.65,3.74,,,0.0
TOBG_RS-476.fna,68.69,0.0,,,0.0
TOBG_RS-474.fna,52.7,2.19,,,0.0
TOBG_RS-473.fna,50.87,4.31,,,0.0
TOBG_RS-472.fna,72.0,2.4,,,0.0
TOBG_RS-471.fna,53.13,2.56,,,0.0
TOBG_RS-470.fna,58.92,4.35,,,0.0
TOBG_RS-467.fna,74.54,3.98,,,0.0
TOBG_RS-466.fna,68.14,2.72,,,0.0
TOBG_NP-43.fna,99.63,9.8,5511802.0,144101.0,0.0
TOBG_NP-41.fna,90.15,4.4,5344530.0,28426.0,0.9675535
TOBG_NP-40.fna,98.79,2.52,3837150.0,100985.0,0.0
TOBG_NP-4.fna,97.83,2.76,9279585.0,56933.0,0.0
TOBG_NP-39.fna,98.7,7.62,4621611.0,76164.0,0.992441
TOBG_NP-38.fna,96.0,9.22,3745070.0,32936.0,0.9694526666666666
TOBG_NP-37.fna,89.43,3.0,3112961.0,60422.0,0.0
TOBG_NP-36.fna,98.25,6.7,4438399.0,37760.0,0.0
TOBG_NP-35.fna,56.38,0.0,,,0.0
TOBG_NP-34.fna,98.98,4.19,5489861.0,160304.0,0.0
TOBG_NP-33.fna,96.55,5.0,5020691.0,149013.0,0.0
TOBG_NP-32.fna,99.44,0.93,4180493.0,99850.0,0.0
TOBG_NP-31.fna,56.9,0.0,,,0.0
TOBG_NP-30.fna,74.32,1.59,,,0.0
TOBG_NP-3.fna,66.71,0.75,,,0.0
TOBG_NP-29.fna,98.47,2.11,5521072.0,150855.0,0.0
TOBG_NP-28.fna,95.34,0.05,3571990.0,102056.0,0.998241
TOBG_NP-27.fna,84.48,0.86,3102721.0,51823.0,0.981965
TOBG_NP-26.fna,98.06,0.6,3011789.0,126437.0,0.996882
TOBG_NP-24.fna,83.69,4.42,2175746.0,18716.0,0.983746
TOBG_NP-23.fna,96.62,2.7,4706579.0,56650.0,0.999586
TOBG_NP-22.fna,75.37,0.0,1106673.0,63295.0,0.0
TOBG_NP-21.fna,90.37,1.67,3957445.0,65248.0,0.0
TOBG_NP-20.fna,83.29,3.85,1887387.0,26912.0,0.0
TOBG_NP-2.fna,99.32,2.23,4855834.0,227920.0,0.0
TOBG_NP-19.fna,50.29,0.0,,,0.0
TOBG_NP-18.fna,75.33,0.0,1990074.0,26993.0,0.0
TOBG_NP-17.fna,90.52,1.49,2232102.0,25245.0,0.0
TOBG_NP-16.fna,90.64,0.67,3216677.0,33873.0,0.9996885
TOBG_NP-156.fna,82.84,6.78,2782502.0,37713.0,0.973773
TOBG_NP-155.fna,65.13,4.33,,,0.0
TOBG_NP-153.fna,74.37,2.7,,,0.0
TOBG_NP-1521.fna,75.58,0.8,1280864.0,31522.0,0.0
TOBG_NP-152.fna,65.18,4.4,,,0.0
TOBG_NP-151.fna,76.73,2.3,2462997.0,33548.0,0.9876695
TOBG_NP-150.fna,80.34,6.04,2310493.0,26900.0,0.0
TOBG_NP-15.fna,82.95,2.27,3835883.0,106545.0,0.9891285000000001
TOBG_NP-1496.fna,53.45,1.72,,,0.0
TOBG_NP-149.fna,55.96,2.8,,,0.0
TOBG_NP-148.fna,68.89,2.97,,,0.0
TOBG_NP-1472.fna,76.68,1.79,1521562.0,19361.0,0.0
TOBG_NP-147.fna,50.74,0.0,,,0.0
TOBG_NP-1466.fna,59.11,0.0,,,0.0
TOBG_NP-1463.fna,75.27,1.65,5265931.0,46666.0,0.987234
TOBG_NP-146.fna,50.99,1.45,,,0.0
TOBG_NP-145.fna,50.32,0.97,,,0.0
TOBG_NP-1444.fna,83.86,3.15,2099531.0,26349.0,0.0
TOBG_NP-144.fna,54.82,1.2,,,0.0
TOBG_NP-143.fna,50.15,0.43,,,0.0
TOBG_NP-142.fna,88.83,2.43,1131154.0,33230.0,0.0
TOBG_NP-141.fna,59.14,1.1,,,0.0
TOBG_NP-1400.fna,65.06,0.36,,,0.0
TOBG_NP-140.fna,92.26,3.87,3160351.0,140864.0,0.9887955
TOBG_NP-14.fna,54.22,0.84,,,0.0
TOBG_NP-1395.fna,97.44,3.85,2170475.0,124539.0,0.0
TOBG_NP-1391.fna,74.38,1.71,,,0.0
TOBG_NP-139.fna,53.79,1.09,,,0.0
TOBG_NP-138.fna,87.46,3.3,2194155.0,27272.0,0.0
TOBG_NP-1378.fna,64.83,4.62,,,0.0
TOBG_NP-137.fna,52.64,0.0,,,0.0
TOBG_NP-136.fna,61.82,1.82,,,0.0
TOBG_NP-135.fna,73.71,0.0,,,0.0
TOBG_NP-1344.fna,60.39,0.27,,,0.0
TOBG_NP-134.fna,58.12,1.42,,,0.0
TOBG_NP-133.fna,97.44,2.56,3311738.0,125081.0,0.0
TOBG_NP-1321.fna,58.62,2.75,,,0.0
TOBG_NP-132.fna,97.69,0.0,2568346.0,150751.0,0.0
TOBG_NP-1304.fna,60.88,3.15,,,0.0
TOBG_NP-1301.fna,50.73,1.47,,,0.0
TOBG_NP-130.fna,65.33,1.71,,,0.0
TOBG_NP-13.fna,97.03,2.04,3633240.0,60370.0,0.0
TOBG_NP-1297.fna,58.09,2.97,,,0.0
TOBG_NP-1295.fna,55.55,3.27,,,0.0
TOBG_NP-129.fna,52.17,0.0,,,0.0
TOBG_NP-1285.fna,52.08,0.05,,,0.0
TOBG_NP-1282.fna,60.16,1.83,,,0.0
TOBG_NP-128.fna,51.59,1.11,,,0.0
TOBG_NP-1277.fna,74.68,0.0,,,0.0
TOBG_NP-1271.fna,51.65,4.4,,,0.0
TOBG_NP-126.fna,52.48,1.98,,,0.0
TOBG_NP-1256.fna,54.98,0.46,,,0.0
TOBG_NP-125.fna,96.62,9.37,3859599.0,44651.0,0.9823459999999999
TOBG_NP-124.fna,99.48,9.14,7414436.0,162101.0,0.0
TOBG_NP-123.fna,68.88,1.07,,,0.0
TOBG_NP-122.fna,81.4,0.61,2512104.0,25698.0,0.0
TOBG_NP-121.fna,53.59,0.38,,,0.0
TOBG_NP-1207.fna,54.59,0.44,,,0.0
TOBG_NP-1202.fna,63.85,4.38,,,0.0
TOBG_NP-120.fna,98.82,0.0,4866126.0,300322.0,0.999822
